content,chunk_index,collection,content_type,filename,sequence_number,source,source_file,title,total_chunks
".  The branch that it currently thinks is the best branch.
That's the branch it'll be trying to make a block out of, which is
all it needs the pool for.
> > Broadcasts will probably be almost completely
> > reliable.
>
> Rather than assuming that each message arrives at least
> once, we have to make a mechanism such that the
> information arrives even though conveyed by messages
> that frequently fail to arrive.
I think I've got the peer networking broadcast mechanism covered.
Each node sends its neighbours an inventory list of hashes of the
new blocks and transactions it has.  The neighbours request the
items they don't have yet.  If the item never comes through after a
timeout, they request it from another neighbour that had it",1,emails,email,email_021_Bitcoin_P2P_e-cash_paper,021,nakamotoinstitute_files\emails\email_021_Bitcoin_P2P_e-cash_paper.html,nakamotoinstitute_files\emails\email_021_Bitcoin_P2P_e-cash_paper.html,Bitcoin P2P e-cash paper,4
".  Since
all or most of the neighbours should eventually have each item,
even if the coms get fumbled up with one, they can get it from any
of the others, trying one at a time.
The inventory-request-data scheme introduces a little latency, but
it ultimately helps speed more by keeping extra data blocks off the
transmit queues and conserving bandwidth.
> You have an outline
> and proposal for such a design, which is a big step
> forward, but the devil is in the little details.
I believe I've worked through all those little details over the
last year and a half while coding it, and there were a lot of them.
The functional details are not covered in the paper, but the
sourcecode is coming soon",2,emails,email,email_021_Bitcoin_P2P_e-cash_paper,021,nakamotoinstitute_files\emails\email_021_Bitcoin_P2P_e-cash_paper.html,nakamotoinstitute_files\emails\email_021_Bitcoin_P2P_e-cash_paper.html,Bitcoin P2P e-cash paper,4
".  I sent you the main files.
(available by request at the moment, full release soon)
Satoshi Nakamoto
---------------------------------------------------------------------
The Cryptography Mailing List
Unsubscribe by sending ""unsubscribe cryptography"" to majordomo at metzdowd.com
Bitcoin P2P e-cash paper
Cryptography Mailing List",3,emails,email,email_021_Bitcoin_P2P_e-cash_paper,021,nakamotoinstitute_files\emails\email_021_Bitcoin_P2P_e-cash_paper.html,nakamotoinstitute_files\emails\email_021_Bitcoin_P2P_e-cash_paper.html,Bitcoin P2P e-cash paper,4
"From: | Satoshi Nakamoto | Subject: | Bitcoin v0.1 released | Date: | January 8, 2009 at 19:27:40 UTC
Announcing the first release of Bitcoin, a new electronic cash
system that uses a peer-to-peer network to prevent double-spending.
It's completely decentralized with no server or central authority.
See bitcoin.org for screenshots.
Download link:
http://downloads.sourceforge.net/bitcoin/bitcoin-0.1.0.rar
Windows only for now.  Open source C++ code is included.
- Unpack the files into a directory
- Run BITCOIN.EXE
- It automatically connects to other nodes
If you can keep a node running that accepts incoming connections,
you'll really be helping the network a lot.  Port 8333 on your
firewall needs to be open to receive incoming connections.
The software is still alpha and experimental",0,emails,email,email_023_Bitcoin_v0.1_released,023,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,Bitcoin v0.1 released,4
".  There's no guarantee
the system's state won't have to be restarted at some point if it
becomes necessary, although I've done everything I can to build in
extensibility and versioning.
You can get coins by getting someone to send you some, or turn on
Options->Generate Coins to run a node and generate blocks.  I made
the proof-of-work difficulty ridiculously easy to start with, so
for a little while in the beginning a typical PC will be able to
generate coins in just a few hours.  It'll get a lot harder when
competition makes the automatic adjustment drive up the difficulty.
Generated coins must wait 120 blocks to mature before they can be
spent.
There are two ways to send money.  If the recipient is online, you
can enter their IP address and it will connect, get a new public
key and send the transaction with comments.  If the recipient is
not online, it is possible to send to their Bitcoin address, which
is a hash of their public key that they give you",1,emails,email,email_023_Bitcoin_v0.1_released,023,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,Bitcoin v0.1 released,4
".  They'll receive
the transaction the next time they connect and get the block it's
in.  This method has the disadvantage that no comment information
is sent, and a bit of privacy may be lost if the address is used
multiple times, but it is a useful alternative if both users can't
be online at the same time or the recipient can't receive incoming
connections.
Total circulation will be 21,000,000 coins.  It'll be distributed
to network nodes when they make blocks, with the amount cut in half
every 4 years.
first 4 years: 10,500,000 coins
next 4 years: 5,250,000 coins
next 4 years: 2,625,000 coins
next 4 years: 1,312,500 coins
etc...
When that runs out, the system can support transaction fees if
needed",2,emails,email,email_023_Bitcoin_v0.1_released,023,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,Bitcoin v0.1 released,4
".  It's based on open market competition, and there will
probably always be nodes willing to process transactions for free.
Satoshi Nakamoto
---------------------------------------------------------------------
The Cryptography Mailing List
Unsubscribe by sending ""unsubscribe cryptography"" to majordomo at metzdowd.com
Bitcoin v0.1 released
Cryptography Mailing List",3,emails,email,email_023_Bitcoin_v0.1_released,023,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,nakamotoinstitute_files\emails\email_023_Bitcoin_v0.1_released.html,Bitcoin v0.1 released,4
"From: | Satoshi Nakamoto | Subject: | [bitcoin-list] Bitcoin v0.1 Alpha release notes | Date: | January 12, 2009 at 20:20:47 UTC
Release notes for Bitcoin v0.1 Alpha
Bitcoin is a new electronic cash system that uses a peer-to-peer
network to prevent double-spending.  It's completely decentralized
with no server or central authority.
You can find screenshots and the download link at:
http://www.bitcoin.org
Windows only for now.  Open source C++ code is included.
- Unpack the files into a directory
- Run BITCOIN.EXE
- It automatically connects to other nodes
If you can keep a node running that accepts incoming connections,
you'll really be helping the network a lot.  Port 8333 on your
firewall needs to be open to receive incoming connections.
The software is still alpha and experimental",0,emails,email,email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes,025,nakamotoinstitute_files\emails\email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes.html,nakamotoinstitute_files\emails\email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes.html,[bitcoin-list] Bitcoin v0.1 Alpha release notes,3
".  There's no guarantee
the system's state won't have to be restarted at some point if it
becomes necessary, although I've done everything I can to build in
extensibility and versioning.
You can get coins by getting someone to send you some, or turn on
Options->Generate Coins to run a node and generate blocks.  I made
the proof-of-work difficulty ridiculously easy to start with, so
for a little while in the beginning a typical PC will be able to
generate coins in just a few hours.  It'll get a lot harder when
competition makes the automatic adjustment drive up the difficulty.
Generated coins must wait 120 blocks to mature before they can be
spent.
There are two ways to send money.  If the recipient is online, you
can enter their IP address and it will connect, get a new public
key and send the transaction with comments.  If the recipient is
not online, it is possible to send to their Bitcoin address, which
is a hash of their public key that they give you",1,emails,email,email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes,025,nakamotoinstitute_files\emails\email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes.html,nakamotoinstitute_files\emails\email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes.html,[bitcoin-list] Bitcoin v0.1 Alpha release notes,3
".  They'll receive
the transaction the next time they connect and get the block it's
in.  This method has the disadvantage that no comment information
is sent, and a bit of privacy may be lost if the address is used
multiple times, but it is a useful alternative if both users can't
be online at the same time or the recipient can't receive incoming
connections.
Total circulation will be 21,000,000 coins.  It'll be distributed
to network nodes when they make blocks, with the amount cut in half
every 4 years.
first 4 years: 10,500,000 coins
next 4 years: 5,250,000 coins
next 4 years: 2,625,000 coins
next 4 years: 1,312,500 coins
etc...
When that runs out, the system can support transaction fees if
needed.  It's based on open market competition, and there will
probably always be nodes willing to process transactions for free.
Satoshi Nakamoto
[bitcoin-list] Bitcoin v0.1 Alpha release notes
bitcoin-list",2,emails,email,email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes,025,nakamotoinstitute_files\emails\email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes.html,nakamotoinstitute_files\emails\email_025_[bitcoin-list]_Bitcoin_v0.1_Alpha_release_notes.html,[bitcoin-list] Bitcoin v0.1 Alpha release notes,3
